place,name,blkgrps,population,households,alltransit_performance_score,state
"""5584675""","""Wauwatosa""",44.0,47687.0,20395.0,7.3,WI
"""5584725""","""Wauzeka""",0.21,186.58,70.83,0.0,WI
"""5585025""","""Webster""",0.04,64.34,32.15,0.0,WI
"""5585300""","""West Allis""",61.02,60584.88,27581.21,7.5,WI
"""5585325""","""West Baraboo""",0.58,983.79,379.1,0.0,WI
"""5585350""","""West Bend""",19.03,25818.39,11082.24,0.0,WI
"""5585425""","""Westboro""",0.05,87.17,39.09,0.0,WI
"""5585475""","""Westby""",0.44,550.76,233.58,0.0,WI
"""5585575""","""Westfield""",0.23,351.51,134.54,0.0,WI
"""5585875""","""West Milwaukee""",3.0,4200.0,1970.0,7.9,WI
"""5586025""","""Weston""",7.63,13014.11,5320.72,1.9,WI
"""5586275""","""West Salem""",2.1,3520.0,1391.09,0.0,WI
"""5586400""","""Weyauwega""",0.38,506.9,213.6,0.0,WI
"""5586450""","""Weyerhaeuser""",0.01,11.99,5.31,0.0,WI
"""5586575""","""Wheeler""",0.02,28.52,10.59,0.0,WI
"""5586700""","""Whitefish Bay""",15.0,14099.0,5229.0,7.1,WI
"""5586725""","""Whitehall""",0.51,478.43,185.1,0.0,WI
"""5586750""","""White Lake""",0.06,38.66,20.43,0.0,WI
"""5586775""","""Whitelaw""",0.02,38.05,14.78,0.0,WI
"""5586925""","""Whitewater""",8.74,12474.38,4039.86,0.0,WI
"""5586975""","""Whiting""",1.76,1770.55,818.92,0.0,WI
"""5587000""","""Whittlesey""",0.01,11.34,4.78,0.0,WI
"""5587075""","""Wild Rose""",0.18,177.14,68.97,0.0,WI
"""5587200""","""Williams Bay""",1.02,1297.54,549.96,0.0,WI
"""5587325""","""Wilmot""",0.17,300.27,105.38,0.0,WI
"""5587475""","""Wilson""",0.04,46.1,17.7,0.0,WI
"""5587525""","""Wilton""",0.03,39.74,12.6,0.0,WI
"""5587625""","""Winchester""",0.06,102.07,42.84,0.0,WI
"""5587675""","""Wind Lake""",2.48,3886.48,1521.0,0.0,WI
"""5587700""","""Wind Point""",1.41,2015.77,871.47,1.1,WI
"""5587725""","""Windsor""",4.21,9056.96,3435.37,0.0,WI
"""5587900""","""Winneconne""",0.34,439.69,184.88,0.0,WI
"""5587975""","""Winter""",0.0,2.78,1.41,0.0,WI
"""5588025""","""Wiota""",0.03,30.26,12.04,0.0,WI
"""5588150""","""Wisconsin Dells""",1.46,1848.61,842.3,0.8,WI
"""5588200""","""Wisconsin Rapids""",15.98,15031.02,6901.36,0.0,WI
"""5588275""","""Withee""",0.13,129.98,56.09,0.0,WI
"""5588325""","""Wittenberg""",0.54,460.52,194.42,0.0,WI
"""5588500""","""Wonewoc""",0.14,115.93,49.31,0.0,WI
"""5588675""","""Woodford""",0.0,3.84,1.53,0.0,WI
"""5588825""","""Woodman""",0.0,2.98,1.14,0.0,WI
"""5588925""","""Woodruff""",0.5,465.68,239.31,0.0,WI
"""5589025""","""Woodville""",0.55,700.15,288.95,0.0,WI
"""5589150""","""Wrightstown""",0.33,1180.33,437.63,0.1,WI
"""5589275""","""Wyeville""",0.01,9.53,3.83,0.0,WI
"""5589300""","""Wyocena""",0.07,114.29,43.08,0.0,WI
"""5589625""","""Yuba""",0.0,4.8,2.0,0.0,WI
"""5589760""","""Zoar""",0.03,46.06,11.9,0.0,WI
